vote_id,election_id,r1,r2,r3,r4,r5,r6,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,income,cost,area,no,name,gender,birth_year,sec_name,sec_gender,sec_birth_year,party,vote_cnt,vote_rate,elect_ind,incumbent_ind,year,term,title,main_type,sub_type,leader_ind,position_level
5912,20091201T1C2,140000,300000,0,0,0,4,0,437298,0,0,39000,22333,72914,0,0,0,440004,571545,新竹市第05選區,12,吳國寶,M,1970,"","",,無黨籍及未經政黨推薦,4477,0.1428,t,f,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5914,20091201T1C2,687600,307000,50000,5000,0,8,149400,550057,4662,14597,112200,31262,197876,0,0,87140,1049608,1147194,新竹市第04選區,10,吳青山,M,1956,"","",,中國國民黨,4845,0.1004,t,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5915,20091201T1C2,5400,112000,50000,0,0,4,11400,298669,0,3200,0,26980,56545,0,0,0,167404,396794,新竹市第03選區,4,呂於台,M,1951,"","",,中國國民黨,2348,0.1736,t,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5916,20091201T1C2,111000,11000,50000,26000,0,24,60000,360547,9200,850,42120,39140,79594,0,0,0,198024,591451,新竹市第04選區,12,孫鍚洲,M,1956,"","",,中國國民黨,3736,0.0774,t,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5917,20091201T1C2,818888,104000,50000,8000,67200,163,202023,707907,124970,0,97650,41972,170233,0,0,25850,1048251,1370605,新竹市第01選區,17,張祖琰,F,1951,"","",,中國國民黨,3916,0.0736,t,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5918,20091201T1C2,470740,50000,50000,2000,26020,36,88040,618592,0,0,0,0,47401,2000,0,0,598796,756033,新竹市第04選區,5,彭憲忠,M,1968,"","",,中國國民黨,2541,0.0526,f,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5919,20091201T1C2,330000,0,0,0,0,27,0,88739,90039,0,54450,0,218295,0,0,0,330027,451523,新竹市第04選區,4,彭昆耀,M,1951,"","",,無黨籍及未經政黨推薦,5442,0.1128,t,f,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5920,20091201T1C2,381000,508000,50000,0,17000,43,73000,317997,80924,84780,0,0,425660,0,0,0,956043,982361,新竹市第02選區,6,徐信芳,M,1948,"","",,中國國民黨,3242,0.158,f,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5921,20091201T1C2,3000,300000,50000,0,0,24,0,233446,0,0,0,44864,68289,0,0,9000,353024,355599,新竹市第01選區,3,曾浿茹,F,1982,"","",,中國國民黨,1642,0.0308,f,f,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5922,20091201T1C2,748950,259800,0,0,3000,0,9029,613185,0,0,3000,40616,194213,10000,200000,129300,1011750,1199343,新竹市第01選區,19,曾資程,M,1966,"","",,民主進步黨,2982,0.056,t,f,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5923,20091201T1C2,500800,60000,50000,0,48100,14,449050,241522,203550,93950,0,0,39424,0,0,0,658914,1027496,新竹市第01選區,7,李國璋,M,1970,"","",,中國國民黨,2700,0.0507,f,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5924,20091201T1C2,659000,500000,0,0,0,43,446000,717230,163932,106050,0,0,268084,0,0,49200,1159043,1750496,新竹市第04選區,7,李妍慧,F,1976,"","",,無黨籍及未經政黨推薦,3642,0.0755,t,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5925,20091201T1C2,510800,0,50000,55000,6000,50,466590,499489,620500,78486,7600,17135,573325,0,0,0,621850,2263125,新竹市第04選區,13,李黃錦燕,F,1948,"","",,中國國民黨,2735,0.0567,f,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5926,20091201T1C2,484000,63000,0,0,12000,1,0,626085,30000,47750,87268,76743,147976,0,0,3600,559001,1019422,新竹市第01選區,11,林志雅,M,1962,"","",,無黨籍及未經政黨推薦,1016,0.019,f,f,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5927,20091201T1C2,1528000,400000,0,0,5000,79,269750,991062,120000,364750,0,5058,366194,0,0,7100,1933079,2123914,新竹市第01選區,16,林智堅,M,1975,"","",,民主進步黨,4711,0.0885,t,f,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5928,20091201T1C2,0,0,0,0,0,0,160000,145100,0,0,0,20591,25520,0,0,0,0,351211,新竹市第05選區,4,林梅華,F,1966,"","",,無黨籍及未經政黨推薦,2897,0.0924,t,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5929,20091201T1C2,600000,110000,0,0,60000,0,387000,379500,108000,75000,0,59499,99560,0,0,0,770000,1108559,新竹市第05選區,10,林漢淇,M,1954,"","",,民主進步黨,4481,0.1429,t,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5930,20091201T1C2,300000,660000,50000,0,0,0,200000,179920,82450,0,53000,0,512517,0,0,0,1010000,1027887,新竹市第05選區,8,林耕仁,M,1960,"","",,中國國民黨,4417,0.1409,t,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5931,20091201T1C2,168000,100000,0,0,0,8,0,165420,0,0,0,37619,280292,0,0,12039,268008,495370,新竹市第01選區,13,楊玉斌,M,1959,"","",,無黨籍及未經政黨推薦,2333,0.0438,f,f,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5932,20091201T1C2,439000,5000,50000,0,1000,7,0,332870,0,0,96000,0,115860,0,0,0,495007,544730,新竹市第01選區,6,段孝芳,F,1960,"","",,中國國民黨,2859,0.0537,t,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5933,20091201T1C2,22000,100000,0,0,0,0,0,63806,20570,0,0,0,39522,0,0,0,122000,123898,新竹市第05選區,5,王寶文,F,1968,"","",,無黨籍及未經政黨推薦,2005,0.0639,f,f,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5935,20091201T1C2,113000,10000,0,0,10000,0,0,524416,0,0,0,0,0,0,0,0,133000,524416,新竹市第01選區,5,羅文熾,M,1954,"","",,無黨籍及未經政黨推薦,2807,0.0527,t,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5936,20091201T1C2,238000,150000,0,0,0,7,0,407774,0,0,4800,0,17178,0,0,22000,388007,451752,新竹市第05選區,9,胡獻忠,M,1977,"","",,無黨籍及未經政黨推薦,1456,0.0464,f,f,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5937,20091201T1C2,859500,236000,0,0,26000,41,615500,1450771,4000,0,25662,17730,213033,0,0,0,1121541,2326696,新竹市第04選區,3,蔡錕鈺,M,1968,"","",,無黨籍及未經政黨推薦,4494,0.0932,t,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5938,20091201T1C2,488000,149000,0,0,0,0,0,524804,0,0,77000,11918,70348,0,0,0,637000,684070,新竹市第04選區,1,蕭志潔,F,1960,"","",,無黨籍及未經政黨推薦,2870,0.0595,t,f,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5939,20091201T1C2,213000,50000,0,2000,5600,0,90000,921113,0,0,110400,30325,94926,0,0,0,270600,1246764,新竹市第02選區,3,許修睿,M,1966,"","",,無黨籍及未經政黨推薦,4525,0.2206,t,f,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5940,20091201T1C2,773550,20000,0,0,0,62,0,877784,150000,0,554300,0,171140,0,0,0,793612,1753224,新竹市第02選區,4,許文棟,M,1955,"","",,無黨籍及未經政黨推薦,3597,0.1753,t,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5941,20091201T1C2,1106000,59000,50000,7000,28200,30,281670,472496,41545,113431,175030,0,194977,0,0,0,1250230,1279149,新竹市第01選區,4,謝希誠,M,1962,"","",,中國國民黨,2798,0.0525,t,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5942,20091201T1C2,696600,150000,0,0,1600,23,100000,495286,103029,0,167957,0,142493,0,0,148200,848223,1156965,新竹市第04選區,2,謝文進,M,1954,"","",,無黨籍及未經政黨推薦,5017,0.104,t,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5943,20091201T1C2,362200,100000,50000,0,0,7,0,381539,70000,40000,83432,21401,37944,0,0,0,512207,634316,新竹市第05選區,11,賀玉燕,F,1953,"","",,中國國民黨,2423,0.0772,f,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5944,20091201T1C2,50000,0,50000,10000,10000,4,0,242200,0,0,0,0,7728,0,0,0,120004,249928,新竹市第01選區,18,鄭劉淑妹,F,1947,"","",,中國國民黨,1965,0.0369,f,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5945,20091201T1C2,1377800,284000,0,18000,0,88,494800,2529398,63991,78267,439810,45350,268226,20000,50000,0,1679888,3989842,新竹市第01選區,9,鄭宏輝,M,1969,"","",,民主進步黨,4799,0.0902,t,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5946,20091201T1C2,192000,280000,0,0,0,4,169300,113473,98400,50000,0,18815,115689,0,0,0,472004,565677,新竹市第03選區,3,鄭正宗,M,1948,"","",,民主進步黨,3885,0.2873,t,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5947,20091201T1C2,2328000,35000,50000,0,17000,4,2160000,397044,0,2800,166571,64051,349247,0,0,0,2430004,3139713,新竹市第01選區,20,鄭正鈐,M,1969,"","",,中國國民黨,3540,0.0665,t,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5948,20091201T1C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新竹市第01選區,1,鄭貴元,M,1952,"","",,無黨籍及未經政黨推薦,2311,0.0434,f,f,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5949,20091201T1C2,1127000,891000,50000,0,10000,12,206000,580633,267575,644400,58630,38131,209408,300000,0,0,2078012,2304777,新竹市第01選區,12,鍾淑英,F,1956,"","",,中國國民黨,3195,0.06,t,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5950,20091201T1C2,87000,100000,0,0,16000,1,40000,56310,59345,0,51295,0,50145,0,0,49360,203001,306455,新竹市第01選區,10,陳世明,M,1958,"","",,無黨籍及未經政黨推薦,1463,0.0275,f,f,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5951,20091201T1C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新竹市第05選區,3,陳文彬,M,1959,"","",,無黨籍及未經政黨推薦,913,0.0291,f,f,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5952,20091201T1C2,861400,50000,0,0,10000,20,36000,535249,23100,0,160794,18530,303202,0,0,0,921420,1076875,新竹市第01選區,2,陳文正,M,1946,"","",,無黨籍及未經政黨推薦,3246,0.061,t,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5953,20091201T1C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新竹市第03選區,2,陳治雄,M,1959,"","",,無黨籍及未經政黨推薦,2320,0.1716,f,f,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5954,20091201T1C2,234000,10000,0,0,0,0,0,179358,35373,0,1356,0,56591,0,0,15000,244000,287678,新竹市第04選區,11,顏政德,M,1965,"","",,無黨籍及未經政黨推薦,2239,0.0464,f,f,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5955,20091201T1C2,255850,300000,50000,10000,3000,89,151500,408010,0,0,20000,0,42817,0,0,0,618939,622327,新竹市第03選區,5,駱克銘,M,1946,"","",,中國國民黨,3320,0.2455,t,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5956,20091201T1C2,40000,30000,0,50000,0,9,0,507703,0,0,0,0,297727,0,0,0,120009,805430,新竹市第02選區,5,魏秀珍,F,1940,"","",,民主進步黨,4675,0.2279,t,t,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5957,20091201T1C2,406000,5000,0,110000,0,0,0,935786,5340,0,11100,973,9867,0,0,5100,521000,968166,新竹市第01選區,8,黃源甫,M,1954,"","",,無黨籍及未經政黨推薦,635,0.0119,f,f,1996,98,2009-98年縣市議員選舉>區域,縣市議員,選舉,0,6
5961,20120101T1A2,27955099,25300000,3000000,480000,8100,13882,2562050,5086177,0,285000,0,199643,3861808,1270000,1000000,83500,56757081,14348178,臺北市第01選區,4,丁守中,M,1954,"","",,中國國民黨,112571,0.5565,t,t,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5963,20120101T1A2,13720094,572875,75050,109000,950801,936,3548375,9319744,0,172930,391754,342035,1051134,332800,5000,343388,15428756,15507160,新北市第01選區,1,何博文,M,1973,"","",,民主進步黨,90125,0.4244,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5964,20120101T1A2,9761400,2085000,0,181000,0,259,2846512,6928088,428650,136075,1720864,92540,209592,0,0,165300,12027659,12527621,臺中市第07選區,1,何欣純,F,1973,"","",,民主進步黨,101006,0.503,t,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5965,20120101T1A2,13000,110000,0,0,0,0,0,0,0,0,10000,734,233736,0,0,3000,123000,247470,新北市第01選區,2,余宗珮,F,1975,"","",,親民黨,9359,0.044,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5966,20120101T1A2,17000,0,0,0,0,0,0,26082,0,0,0,0,0,0,0,0,17000,26082,臺北市第08選區,4,余宛如,F,1980,"","",,綠黨,3715,0.0199,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5967,20120101T1A2,17003700,16469400,4000000,1345200,9600,1764,8744750,21849822,253363,1061659,6320250,101701,5626041,850000,0,0,38829664,44807586,高雄市第06選區,1,侯彩鳳,F,1952,"","",,中國國民黨,72842,0.472,f,t,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5968,20120101T1A2,0,10000,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,10000,10000,新竹縣第01選區,1,傅家賢,M,1966,"","",,中華民國臺灣基本法連線,1984,0.0071,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5969,20120101T1A2,2475800,2000000,0,54900,0,0,1669346,866889,1222364,127808,21000,254850,2336118,0,0,54900,4530700,6553275,臺中市第03選區,2,劉坤鱧,M,1966,"","",,無黨籍及未經政黨推薦,8789,0.0508,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5970,20120101T1A2,9688401,4278600,0,70000,16240,201,2986562,7829847,0,114300,3134602,142945,343555,60000,120000,0,14053442,14731811,雲林縣第02選區,3,劉建國,M,1969,"","",,民主進步黨,121368,0.6098,t,t,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5971,20120101T1A2,624000,250000,0,0,26500,96,169040,2022775,22000,26398,131600,19253,771095,0,0,0,900596,3162161,桃園縣第03選區,4,劉文雄,M,1954,"","",,親民黨,9816,0.0541,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5972,20120101T1A2,3512536,1088500,1690000,130000,53500,270,858787,4133820,204457,222464,178100,119329,722072,145000,0,15000,6474806,6599029,臺東縣第01選區,5,劉櫂豪,M,1967,"","",,民主進步黨,31685,0.4159,t,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5973,20120101T1A2,202000,256000,0,0,0,4,606500,242529,263550,87500,37775,50512,63427,0,0,0,458004,1351793,桃園縣第05選區,4,劉邦鉉,M,1968,"","",,無黨籍及未經政黨推薦,15644,0.0902,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5974,20120101T1A2,2830000,2020000,0,20000,0,81,0,2203666,96400,0,800510,211613,886912,1320000,0,39000,4870081,5558101,臺東縣第01選區,2,吳俊立,M,1962,"","",,無黨籍及未經政黨推薦,19016,0.2496,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5976,20120101T1A2,367000,823500,0,30000,0,0,616900,389508,0,0,0,0,9030,216000,0,0,1220500,1231438,桃園縣第05選區,3,吳平娥,F,1973,"","",,無黨籍及未經政黨推薦,15779,0.091,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5977,20120101T1A2,1759700,500000,0,0,0,0,1682500,1967933,12345,200137,530630,175166,619176,0,0,38233,2259700,5226120,金門縣第01選區,2,吳成典,M,1957,"","",,新黨,10678,0.283,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5978,20120101T1A2,24298975,21231000,3800000,246000,303700,5062,1628524,13333920,1214025,1877956,1433090,772250,3968467,1520000,659000,1223941,49884737,27631173,新北市第01選區,4,吳育昇,M,1958,"","",,中國國民黨,107821,0.5077,t,t,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5979,20120101T1A2,6626800,3188000,3000000,594000,21500,1022,4066948,10481001,490321,301990,580066,169264,1277291,100000,0,0,13431322,17466881,新竹市第01選區,3,呂學樟,M,1952,"","",,中國國民黨,121848,0.5327,t,t,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5980,20120101T1A2,2572000,1421280,3000000,230000,14000,13,843050,2724967,0,0,3892627,472675,384737,160000,0,0,7237293,8478056,桃園縣第05選區,5,呂玉玲,F,1961,"","",,中國國民黨,78504,0.4529,t,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5981,20120101T1A2,21925618,25520000,5000000,680000,46200,5629,5598583,27478397,406060,4484965,236995,505004,2978683,4685000,0,5542840,53177447,51916527,臺北市第02選區,1,周守訓,M,1966,"","",,中國國民黨,96119,0.4847,f,t,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5982,20120101T1A2,183500,2000,0,0,0,0,0,0,0,0,0,0,200000,8200,0,0,185500,208200,臺北市第05選區,6,周志文,M,1980,"","",,人民民主陣線,461,0.0025,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5983,20120101T1A2,1557000,460000,3100000,0,0,0,1674000,2274292,131450,568639,118050,250417,201270,100000,0,42400,5117000,5360518,臺南市第02選區,4,周賜海,M,1958,"","",,中國國民黨,62794,0.296,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5984,20120101T1A2,3554000,639985,0,0,13400,269,2166500,419650,0,308314,965605,121397,882167,15000,0,0,4207654,4878633,新北市第06選區,2,周雅淑,F,1966,"","",,民主進步黨,73950,0.4584,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5985,20120101T1A2,229988,1000,0,13000,30500,0,0,31199,0,0,0,0,234118,0,20000,0,274488,285317,臺北市第02選區,4,夏林清,F,1953,"","",,人民民主陣線,1364,0.0068,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5986,20120101T1A2,14419608,5942280,345900,90000,182764,2569,5783484,7328000,197433,234389,2614438,523313,1917507,1686000,0,968741,20983121,21253305,臺北市第02選區,3,姚文智,M,1965,"","",,民主進步黨,99229,0.5004,t,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5987,20120101T3A2,1851800,2447000,3000000,30000,5000,0,2335000,4421080,0,225600,0,588262,740547,310000,0,78108,7333800,8698597,全國,4,孔文吉,M,1957,"","",,中國國民黨,31629,0.271,t,t,2012,8,2012-第08屆立法委員選舉>山原,立法委員,選舉,0,2
5988,20120101T1A2,1555000,8720000,2500000,0,5000,3531,2324434,5660594,489394,449965,731293,488757,997916,850000,0,122905,12783531,12115258,桃園縣第06選區,2,孫大千,M,1969,"","",,中國國民黨,102528,0.6034,t,t,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5989,20120101T2A2,4912000,3350000,3000000,700000,0,203,271000,7649660,189260,8120,156003,95388,1883785,1950000,100000,0,11962203,12303216,全國,1,廖國棟,M,1955,"","",,中國國民黨,26998,0.2751,t,t,2012,8,2012-第08屆立法委員選舉>平原,立法委員,選舉,0,2
5990,20120101T1A2,7542700,2915000,200000,400000,37500,153,1974933,7050397,122846,1708435,2503440,357303,1233482,608000,0,0,11095353,15558836,新北市第05選區,3,廖本煙,M,1956,"","",,民主進步黨,78651,0.4568,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5991,20120101T1A2,3404100,10082000,5500000,200000,1000,4985,3126667,11143140,38375,94950,3405032,168554,1962139,60000,0,0,19192085,19998857,桃園縣第02選區,1,廖正井,M,1945,"","",,中國國民黨,92035,0.5021,t,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5992,20120101T1A2,8022100,6823000,3000000,2103000,5000,607,0,15996764,0,100120,4141300,0,71803,1086000,0,20000,19953707,21415987,雲林縣第01選區,2,張嘉郡,F,1981,"","",,中國國民黨,90811,0.5044,t,t,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5993,20120101T1A2,3062580,1560000,0,600000,29399,0,1448093,1410084,20400,118470,303826,380840,1634036,200000,0,0,5251979,5515749,南投縣第01選區,1,張國鑫,M,1961,"","",,民主進步黨,49950,0.3855,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5994,20120101T1A2,7501166,2923000,0,120000,11000,336,544100,11551122,1079500,867396,840068,132842,105769,0,0,23300,10555502,15144097,新竹市第01選區,5,張學舜,M,1960,"","",,民主進步黨,95715,0.4184,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5995,20120101T1A2,15886378,5246000,0,203000,24000,1343,6055287,6005092,176521,457670,309852,422633,3055348,303000,0,715960,21360721,17501363,臺中市第04選區,1,張廖萬堅,M,1965,"","",,民主進步黨,92213,0.4633,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5996,20120101T1A2,130000,100000,0,0,0,0,146660,67733,0,0,0,39392,5198,0,0,0,230000,258983,臺北市第01選區,2,張志傑,M,1982,"","",,台灣國民會議,2236,0.011,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5997,20120101T1A2,2391600,3213000,1000000,250000,2000,931,1545125,8002144,496000,100000,1230692,5599,4125990,150000,0,0,6857531,15655550,新北市第08選區,2,張慶忠,M,1951,"","",,中國國民黨,101161,0.4821,t,t,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5998,20120101T1A2,679000,350000,0,160000,146000,0,344150,1214998,13200,0,176378,0,41789,0,0,0,1335000,1790515,花蓮縣第01選區,4,張智超,M,1954,"","",,無黨籍及未經政黨推薦,35884,0.2787,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
5999,20120101T1A2,425000,210000,0,0,0,87,215000,2563583,587100,253000,18200,2295,407988,0,0,0,635087,4047166,基隆市第01選區,4,張耿輝,M,1961,"","",,無黨籍及未經政黨推薦,12332,0.0586,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
6000,20120101T1A2,164300,0,0,0,13315,11,0,7074,290,100000,15232,10109,11119,0,0,0,177626,143824,臺北市第01選區,1,張育憬,F,1970,"","",,綠黨,4733,0.0233,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
6003,20120101T1A2,1907200,1801000,0,120000,30000,129,1701450,2519058,86400,450000,175350,40199,202337,651000,0,0,3858329,5825794,桃園縣第05選區,7,彭添富,M,1951,"","",,民主進步黨,60887,0.3513,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
6004,20120101T1A2,1917600,750000,4750,145000,48000,812,359300,1613532,390990,9760,264265,171803,204880,0,0,0,2866162,3014530,新竹縣第01選區,2,彭紹瑾,M,1957,"","",,民主進步黨,102953,0.3704,f,t,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
6005,20120101T1A2,7852343,9455240,4000000,227000,91240,2272,538551,10726741,295593,645622,8094782,1767070,1441479,70000,0,422241,21628095,24002079,新竹縣第01選區,3,徐欣瑩,F,1972,"","",,中國國民黨,171466,0.6169,t,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
6006,20120101T1A2,7871300,14280000,3000000,660000,41000,1238,7432160,5418774,1498180,613656,8746324,139488,1867777,1600000,0,0,25853538,27316359,苗栗縣第02選區,2,徐耀昌,M,1955,"","",,中國國民黨,118858,0.7165,t,t,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
6007,20120101T2A2,750000,100000,0,0,0,19,0,870855,0,0,55875,0,0,0,0,0,850019,926730,全國,3,忠仁．達祿斯,M,1961,"","",,無黨籍及未經政黨推薦,6757,0.0688,f,f,2012,8,2012-第08屆立法委員選舉>平原,立法委員,選舉,0,2
6008,20120101T1A2,0,0,0,0,0,0,0,26795,40960,3699,0,322,200000,0,0,0,0,271776,臺北市第08選區,2,方景鈞,M,1930,"","",,無黨籍及未經政黨推薦,907,0.0048,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
6009,20120101T1A2,12000,9000,0,0,0,0,0,30300,0,0,0,0,1800,0,0,0,21000,32100,彰化縣第01選區,2,施月英,F,1975,"","",,綠黨,2717,0.0151,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
6010,20120101T1A2,2587000,2160000,3000000,0,2000,348,103600,2430731,0,440270,218787,255586,3677018,400000,100000,0,7749348,7625992,連江縣第01選區,2,曹爾忠,M,1954,"","",,中國國民黨,2361,0.4668,f,t,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
6011,20120101T1A2,400000,0,0,0,0,0,0,400780,80000,280000,0,0,200000,0,0,0,400000,960780,臺中市第06選區,3,曾坤炳,M,1950,"","",,健保免費連線,1322,0.007,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
6012,20120101T1A2,3824700,1178000,0,60000,77800,146,564900,8970520,0,1884220,0,0,3393623,0,0,0,5140646,14813263,新北市第07選區,3,曾文振,M,1952,"","",,無黨籍及未經政黨推薦,21411,0.1287,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
6013,20120101T3A2,869000,146000,2000000,50000,0,0,404667,1217129,67200,241561,494680,404751,234969,0,0,24600,3065000,3089557,全國,1,曾智勇,M,1962,"","",,民主進步黨,9968,0.0854,f,f,2012,8,2012-第08屆立法委員選舉>山原,立法委員,選舉,0,2
6016,20120101T1A2,5082400,1060000,0,275000,0,200,1240100,3488797,180027,248900,704805,1620,816550,130000,0,0,6417600,6810799,屏東縣第02選區,1,李世斌,M,1962,"","",,民主進步黨,75986,0.4849,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
6017,20120101T1A2,6322842,20850000,3000000,200000,15700,2002,2321480,13659514,2166671,895063,4087438,193696,4152337,2020000,0,1116523,30390544,30612722,新北市第03選區,1,李乾龍,M,1949,"","",,中國國民黨,94634,0.4873,f,f,2012,8,2012-第08屆立法委員選舉>區域,立法委員,選舉,0,2
