選舉類型,擬參選人,個人捐贈收入,營利事業捐贈收入,政黨捐贈收入,人民團體捐贈收入,匿名捐贈收入,其他收入,人事費用支出,宣傳支出,租用宣傳車輛支出,租用競選辦事處支出,集會支出,交通旅運支出,雜支支出,返還捐贈支出,繳庫支出,公共關係費用支出
第11屆臺北市議員,吳志剛,8974600,10976600,100000,118000,35000,1168,758400,9840543,1382271,979583,296439,40934,535337,1345000,20000,0
第11屆臺北市議員,吳思瑤,4347488,3471500,0,0,0,765,855600,3353484,85450,60000,735600,100100,853111,100000,0,194090
第11屆臺北市議員,吳碧珠,4226000,11678000,200000,0,0,855,1058900,4679472,1382900,1096525,0,162324,3008985,200000,1000000,0
第11屆臺北市議員,周倪安,943534,35000,100000,100000,8350,132,694300,166797,0,176200,44000,52701,193436,0,0,14653
第11屆臺北市議員,周威佑,2806600,1185000,0,10000,20000,221,847100,1376090,303900,203945,209625,48001,328420,485000,0,0
第11屆臺北市議員,周柏雅,6300088,777000,0,10000,38159,419,774415,3648814,256429,688720,535550,10690,405123,710000,0,0
第11屆臺北市議員,周永鴻,70000,90000,0,0,0,13,0,166000,0,0,0,0,0,0,0,0
第11屆臺北市議員,唐高炫風,19888,8000,0,0,1300,0,0,0,76800,0,0,0,0,0,0,0
第11屆臺北市議員,宋佳倫,317767,0,0,3000,55087,18,146550,21120,0,0,7843,11474,219946,0,0,0
第11屆臺北市議員,張宏林,164600,55000,0,0,16792,0,5000,186100,0,0,0,9683,10667,0,0,0
第11屆臺北市議員,張茂楠,5490800,1266000,10000,122000,25000,1076,1368100,3467184,870550,157798,1055547,171154,533314,210000,0,0
第11屆臺北市議員,徐佳青,3000383,563000,2100,150000,500,0,260946,1349882,0,340237,286402,126842,321999,50000,0,59682
第11屆臺北市議員,應曉薇,791300,890200,0,0,768,46,401000,820843,0,146915,0,142934,288235,0,0,42580
第11屆臺北市議員,戴錫欽,5677000,3550317,0,5000,0,304,1810419,4486620,466688,566926,304501,79434,157759,710000,0,219844
第11屆臺北市議員,朱政騏,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第11屆臺北市議員,李亦杜,1105188,25000,200000,0,10000,32,80000,1021695,176088,10150,135415,6000,37230,0,0,0
第11屆臺北市議員,李傅中武,650288,465000,0,2000,0,206,1045855,485531,0,119065,38606,60100,337178,200000,0,0
第11屆臺北市議員,李大華,2123400,553000,2000000,0,0,0,2575825,1395960,5300,224389,74429,178175,437342,0,0,0
第11屆臺北市議員,李建昌,6322200,651600,0,350000,232200,928,1767825,2575681,302500,590393,131200,149942,448535,75000,0,116612
第11屆臺北市議員,李彥秀,5812000,4733200,0,80000,0,826,2662940,2570105,831835,1858500,241817,100282,923030,2000000,0,4190
第11屆臺北市議員,李慶元,7717074,3952000,0,30000,8600,70,3800431,6348661,103966,279815,460728,162203,709251,286000,70000,33948
第11屆臺北市議員,李慶鋒,3788614,510000,0,58600,41220,281,652532,2285082,80518,349933,77637,6900,374042,50000,0,10600
第11屆臺北市議員,李振光,1431400,541405,1000000,0,0,115,734800,1149664,576004,140536,109249,53731,573122,0,0,0
第11屆臺北市議員,李文英,6506278,1309000,0,180000,25000,1596,1593141,3810886,819564,341000,645290,29335,869169,35000,0,34078
第11屆臺北市議員,李新,4221996,5590000,200000,130000,11100,0,1209210,4454762,1284025,256389,508672,373681,1404977,190020,520000,49200
第11屆臺北市議員,李盈萱,379550,0,0,0,5600,200017,37232,31773,0,113530,0,120,212463,0,0,0
第11屆臺北市議員,李芳儒,158200,320000,0,0,500,82,349000,210328,0,21994,0,59721,524881,0,0,0
第11屆臺北市議員,林世宗,581000,290000,0,0,0,47,465330,299154,40000,0,0,0,59560,0,0,7500
第11屆臺北市議員,林國成,7128800,2074600,500000,143000,149000,601,963650,6943035,611944,217332,664024,57696,615625,807600,5000,0
第11屆臺北市議員,林奕華,9710988,4882000,0,397000,82000,908,1343263,4820252,86972,675556,265381,43633,498872,120000,2000000,380
第11屆臺北市議員,林慶隆,4786266,1728000,0,214000,6400,195,820760,9436491,552070,0,278822,30957,251385,130000,0,0
第11屆臺北市議員,林晉章,9996500,7532000,200000,457600,38000,770,3499803,7598648,874193,1789148,446971,92666,1025972,2910000,20000,8800
第11屆臺北市議員,林照玉,148000,100000,0,10000,0,1,120000,93847,0,0,16950,11416,15815,0,0,0
第11屆臺北市議員,林瑞圖,9096900,5516000,0,124000,23600,921,2623050,5505883,104438,100000,932467,233105,756654,1443000,0,321639
第11屆臺北市議員,柯景昇,1334400,557000,0,30000,0,0,726466,1146846,0,340200,48409,83476,234573,202000,0,0
第11屆臺北市議員,梁文傑,2682000,2609000,0,0,20000,51,1812347,1995355,399160,426897,193974,6875,506083,0,0,0
第11屆臺北市議員,楊實秋,3970600,4550020,0,0,4000,811,1069941,1201937,57840,0,0,140009,213165,1120020,0,0
第11屆臺北市議員,楊萬金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第11屆臺北市議員,歐陽龍,9825300,2220000,0,0,0,2649,1374060,1283930,630542,94440,728510,5425,1367143,100000,0,52540
第11屆臺北市議員,江志銘,3868100,920000,0,20000,209370,95,2565445,1071112,0,18800,484189,261381,690045,10000,0,0
第11屆臺北市議員,汪志冰,5826540,2001600,0,65000,10000,10,1967604,3124740,195001,371429,390095,133164,566624,500000,0,765611
第11屆臺北市議員,洪健益,8354988,3348500,0,224000,246888,3070,2022193,4872754,17000,95000,311500,277612,1349290,140000,48500,545218
第11屆臺北市議員,洪士奇,4426100,2114687,800000,0,16000,654,2999595,4172029,433784,936090,368508,69198,259376,745000,0,0
第11屆臺北市議員,洪連佐,84100,0,0,28000,8000,0,0,0,0,0,0,0,200000,0,0,0
第11屆臺北市議員,游文玫,126000,235000,0,0,0,12,145000,176092,49600,0,0,0,1444,0,0,0
第11屆臺北市議員,潘懷宗,3525600,1570000,200000,140000,129000,418,1541600,2815923,56266,216000,198172,97318,488050,40000,30000,85810
第11屆臺北市議員,潘翰聲,527400,90000,0,0,4000,59,164700,244495,4950,119810,0,39438,80237,0,0,0
第11屆臺北市議員,王世堅,1990900,566000,9000,50000,0,0,1874560,340950,122333,425480,37320,0,513569,25000,0,0
第11屆臺北市議員,王孝維,4726650,507250,6000,115000,110000,141,497000,4122137,4590,0,87900,17673,874597,0,0,0
第11屆臺北市議員,王欣儀,912000,1184208,0,0,7999,139,678650,1216855,127700,237300,82807,105594,370480,200000,0,0
第11屆臺北市議員,王正德,6879400,3550000,0,235000,79100,366,1359000,9000733,8047,188500,94220,0,193860,820000,0,24139
第11屆臺北市議員,王浩,7123500,5839600,0,110000,0,5543,901800,668143,0,15000,185450,263065,877110,130000,150000,0
第11屆臺北市議員,王碧華,120000,200000,0,0,65200,38,120000,204898,0,130000,0,11062,286914,0,0,0
第11屆臺北市議員,王育誠,1607840,0,0,0,111,0,524000,0,200000,630000,108000,,149000,0,0,0
第11屆臺北市議員,王鴻薇,4436822,2045751,200000,20000,4770,535,390734,4976357,242131,191650,78320,66062,627837,210000,0,0
第11屆臺北市議員,祿子．高露,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第11屆臺北市議員,秦儷舫,4975300,1739800,200000,230000,1000,0,981400,4755326,22200,100000,0,16195,627497,560000,150000,108900
第11屆臺北市議員,秦慧珠,6192480,8456197,0,356000,35260,1442,1501138,4591086,363873,603998,609500,68712,644297,1210000,500000,46750
第11屆臺北市議員,童仲彥,960800,100000,0,0,4000,9,126840,701203,16305,0,115574,44608,60270,0,0,0
第11屆臺北市議員,簡余晏,8659028,577686,2400,100000,173716,1200,470185,1736489,105000,90000,197551,144894,532198,161000,0,1421026
第11屆臺北市議員,翁金飛,500,0,0,0,0,0,0,1103,0,0,0,0,0,0,0,0
第11屆臺北市議員,莊瑞雄,6417150,2790000,171000,150000,0,1758,965286,3086520,472330,522748,248298,115870,411478,20000,0,0
第11屆臺北市議員,萬美芳,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第11屆臺北市議員,葉林傳,1262000,1001000,0,0,4900,117,1752635,6091297,0,0,205380,0,218200,0,0,0
第11屆臺北市議員,藍世聰,2898000,700000,0,0,0,650,604350,3411962,425783,120675,87538,11255,147116,0,0,77260
第11屆臺北市議員,許家蓓,1128399,225000,0,0,31800,4,1208686,1079152,0,0,0,65096,139380,0,0,0
第11屆臺北市議員,許淑華,5738888,1010000,30000,250000,0,0,1506617,3902514,0,367830,377190,97997,532575,260000,0,0
第11屆臺北市議員,謝坤村,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第11屆臺北市議員,賴素如,6898746,5430000,0,582000,121200,1230,4233193,3171409,63255,8719,935459,41011,974946,420000,20000,0
第11屆臺北市議員,趙世聰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第11屆臺北市議員,郭昭巖,2347000,1986600,0,146000,207600,0,0,4427625,0,0,79976,101960,728957,0,0,0
第11屆臺北市議員,鍾君竺,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第11屆臺北市議員,鍾小平,2630000,4280000,0,0,3000,231,1615675,733925,0,140000,15000,71909,569990,0,0,0
第11屆臺北市議員,闕枚莎,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
第11屆臺北市議員,阮昭雄,1988560,1292000,0,20000,28000,41,1133900,1579307,480521,210000,260080,152343,312676,0,0,39230
第11屆臺北市議員,陳嘉銘,522000,215000,0,0,0,76,102800,304207,5800,0,12013,57245,309444,0,0,0
第11屆臺北市議員,陳孋輝,4945267,966000,0,128000,0,0,1954729,3215938,0,354770,4680,122581,571756,0,0,0
第11屆臺北市議員,陳建銘,7172100,4373000,100000,0,10000,612,3331620,4246947,353129,190896,1237153,157378,1046895,730000,0,838382
第11屆臺北市議員,陳彥伯,2868200,892000,0,0,22000,76,410000,2828330,210260,127851,0,71299,171552,32000,0,0
第11屆臺北市議員,陳德賢,77600,40000,0,0,5000,5,28450,49000,0,0,0,10003,71998,0,0,0
第11屆臺北市議員,陳政忠,5403000,1863000,0,0,5000,152,238333,4981141,36000,207075,441385,70023,564664,825000,0,64324
第11屆臺北市議員,陳正德,876000,429000,0,81500,3000,0,0,726493,575970,21047,112060,0,93640,0,0,5300
第11屆臺北市議員,陳永德,3487700,2312000,0,0,0,0,0,4524910,0,0,38910,95,85642,250000,0,9800
第11屆臺北市議員,陳淑華,427000,28000,0,0,39000,0,736732,1658880,81199,0,165694,0,205920,0,0,0
第11屆臺北市議員,陳玉梅,,0,人民團體捐贈收入,0,0,0,,,"支 租用競選辦事處支出",0,交通旅運支出,0,,"出 繳庫支出",0,0
第11屆臺北市議員,陳碧峰,5001200,3777000,0,30000,22990,69,2087050,4171342,0,352270,253150,329454,723567,942000,0,0
第11屆臺北市議員,陳義洲,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
第11屆臺北市議員,陳重文,273200,0,0,0,0,0,0,1329026,152200,0,0,0,0,0,0,0
第11屆臺北市議員,陳錦祥,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
第11屆臺北市議員,顏克莉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第11屆臺北市議員,顏聖冠,1011000,200000,0,0,60725,144,476945,1788416,33200,164794,125315,43499,135399,0,0,0
第11屆臺北市議員,高嘉瑜,1019017,753000,0,0,21900,135,207300,1468640,0,256500,0,9616,12443,0,0,0
第11屆臺北市議員,高李茂俊,16000,40000,500000,20000,48000,11,347000,143226,85000,90000,163587,1478,242908,0,0,0
第11屆臺北市議員,高正尚,2174600,373000,0,0,800,7,2117500,606620,69810,150000,77023,93905,450208,20000,0,9300
第11屆臺北市議員,高金建華,380000,0,0,0,0,0,0,0,0,480000,200000,50000,400000,0,0,0
第11屆臺北市議員,黃向羣,5062200,2306000,9400,100000,17000,1058,2721306,3770395,970812,55725,71610,80912,402621,184000,0,0
第11屆臺北市議員,黃平洋,1321500,225000,0,8800,50200,111,1536017,1072232,0,43176,0,107939,459342,0,0,71105
第11屆臺北市議員,黃幼中,200000,140000,0,0,0,16,54000,502026,182175,0,8968,5043,77064,0,0,0
第11屆臺北市議員,黃珊珊,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
第11屆臺北市議員,黃鶴敏,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第11屆臺南縣學甲鎮長,李莊秀芬,406700,386000,0,0,0,0,0,875606,0,0,0,0,162723,0,0,0
第11屆臺南縣學甲鎮長,謝財旺,60000,10000,0,0,0,3,0,197300,0,0,0,0,20000,0,0,0
第11屆臺南縣學甲鎮長,陳敏男,70000,50000,0,0,0,0,0,192245,0,0,75000,6690,9981,0,0,0
第12任總統、副總統,謝長廷、蘇貞昌,177325449,177671700,35084381,1882900,12059722,14220,0,273743469,4156032,3576603,78517867,10619798,55951840,0,1126000,0
第12任總統、副總統,馬英九、蕭萬長,127172360,224750380,267000000,4680788,53788336,8515,0,441763281,6963639,24302559,41595987,19190056,102390479,0,3728712,0
第12屆桃園縣中壢市市長,呂明美,1368488,1431000,300000,0,0,48,0,3776617,863250,400000,1592254,132106,669909,0,0,0
第12屆桃園縣中壢市市長,魯明哲,3099380,3088000,300000,0,0,23,892000,3829058,218535,337748,684503,201530,934770,0,0,0
第12屆桃園縣中壢市市長,黃仁杼,1146000,964000,0,0,0,0,1367581,2553400,111300,70000,596844,145842,911431,0,0,4208
第12屆臺北縣三重市長,李乾龍,2899300,2331600,0,0,25060,207,0,2161791,703487,127500,393860,43613,3835389,0,0,0
第12屆臺北縣三重市長,李余典,3976000,2830000,0,0,117200,0,0,3330825,0,0,103000,373172,3588726,0,0,0
第13任總統、副總統,吳志勳,10000,0,0,0,0,0,0,4000,0,0,0,7480,0,0,0,0
第13任總統、副總統,宋楚瑜、林瑞雄,26946903,3555000,0,0,1815251,12,7262673,43055508,2229858,1240218,246990,2988359,19038973,652000,0,0
第13任總統、副總統,張蓬興,inmoney1,inmoney2,inmoney3,inmoney4,inmoney5,inmoney6,omoney8,omoney1,omoney2,omoney3,omoney4,omoney5,omoney6,omoney9,omoney7,omoney10
第13任總統、副總統,李幸長、吳武明,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第13任總統、副總統,林金瑛、石翊靖,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第13任總統、副總統,羅佩秦,500,0,0,0,0,0,0,0,0,0,0,1445,0,0,0,0
第13任總統、副總統,蔡英文、蘇嘉全,550557567,70230979,26674736,2722890,106493540,33804,102257383,359166608,8723553,33656828,154840712,14533304,27260716,8537980,700863,179780
第13任總統、副總統,藍信祺,inmoney1,inmoney2,inmoney3,inmoney4,inmoney5,inmoney6,omoney8,omoney1,omoney2,omoney3,omoney4,omoney5,omoney6,omoney9,omoney7,omoney10
第13任總統、副總統,賈玉如,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第13任總統、副總統,陳源奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第13任總統、副總統,陳燕珠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第13任總統、副總統,陳雅嫺,,0,,,0,0,,,,0,,,,,0,0
第13任總統、副總統,馬英九、吳敦義,,0,,,0,0,宣傳支出,0,"支 租用競選辦事處支出",0,交通旅運支出,0,,"出 繳庫支出",0,0
第13任總統、副總統,黃文發,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第13任總統、副總統,黃越綏,1169830,0,0,0,20700,289,177600,624872,13176,213900,74415,91826,78598,0,0,0
第15屆南投縣仁愛鄉長,陳世光,0,460000,0,0,0,0,0,95180,0,0,144022,45739,279499,0,0,0
第15屆南投縣仁愛鄉長補選,柯世梅,100000,0,0,0,0,0,0,3400,0,0,0,0,30590,0,0,0
第15屆南投縣長,李朝卿,3788900,2138000,0,0,11600,149,0,7368152,5000,99930,291700,235220,1244105,0,0,0
第15屆南投縣長,林宗男,3669400,5338000,0,63200,0,640,0,9746768,292000,41246,963600,35311,496873,0,0,0
第15屆南投縣長,林明溱,45000,0,0,0,0,8,0,37000,0,0,0,0,8000,0,0,0
第15屆南投縣長,蔡煌瑯,4337000,6896700,950000,50000,120000,1361,0,10955616,1231170,309738,2770747,76762,2729489,0,40000,0
第15屆台中縣清水鎮長補選,楊典忠,222000,90000,30000,0,0,0,0,224070,0,0,36458,29457,81815,0,0,0
第15屆台中縣神岡鄉長補選,吳富貴,1583888,660200,0,0,0,14,0,874845,235088,8500,8500,149819,1164015,0,0,0
第15屆台中縣神岡鄉長補選,羅永珍,737250,837500,0,0,0,5,0,759525,315060,14000,359620,0,452525,0,0,0
第15屆台中縣霧峰鄉第15屆鄉長補選,林海清,38000,30000,0,0,0,0,0,107531,253350,0,46024,1000,164024,0,0,0
第15屆台中縣霧峰鄉長補選,曾瑞昌,664000,36000,0,0,0,0,0,0,0,0,691045,12010,62400,0,0,0
第15屆台北縣林口鄉長補選,蔡宗一,686000,1198000,0,0,0,0,0,1743173,0,209458,0,36000,170136,0,0,0
第15屆台北縣林口鄉長補選,陳建財,766000,400000,0,0,0,0,0,1057524,0,0,10300,0,555728,0,0,0
第15屆台北縣瑞芳鎮鎮長補選,詹金城,1351400,103000,0,0,0,0,0,1337246,271278,76400,537400,0,279333,0,0,0
第15屆台北縣瑞芳鎮長補選,顏世雄,30000,400000,0,0,0,0,0,600000,0,0,100000,0,9880,0,0,0
第15屆台北縣鶯歌鎮長補選,游盛政,80600,200000,0,0,0,0,0,271875,0,0,0,1500,7300,0,0,0
第15屆台北縣鶯歌鎮長補選,蘇有仁,1097200,2077000,0,0,0,136,0,3049842,297800,0,40500,0,24824,0,0,0
第15屆台南縣大內鄉長,楊信基,47960,0,0,0,0,0,0,237200,96740,43260,142950,0,163907,0,0,0
第15屆台南縣大內鄉長重行選舉,張春長,0,0,0,0,0,0,0,7900,0,0,36500,500,7890,0,0,0
第15屆台南縣後壁鄉長,李本源,612800,691900,0,0,0,0,0,659703,74800,15000,385725,33148,452924,0,0,0
第15屆嘉義縣中埔鄉長,張聰成,0,0,0,0,0,0,0,592080,216200,0,7200,0,5390,0,0,0
第15屆嘉義縣大林鎮長,李秀美,790500,2822000,0,0,0,0,0,1984459,89000,62199,298080,51432,1192348,0,0,0
第15屆嘉義縣東石鄉長,蔡鼎三,1198600,400000,0,0,0,124,0,708284,132700,6746,12600,50403,437411,0,0,0
第15屆嘉義縣梅山鄉長,黃世裕,318920,0,10000,0,0,0,0,374420,60000,0,49410,14490,170259,0,0,0
第15屆嘉義縣民雄鄉長,何身長,0,0,0,0,0,0,0,242765,419000,72000,0,27494,160000,0,0,0
第15屆嘉義縣民雄鄉長,蔡豐文,50840,30000,16500,0,3520,0,0,58314,0,0,9800,18823,321973,0,0,0
第15屆嘉義縣竹崎鄉長,王焜弘,70000,0,0,0,0,0,0,169446,162500,22971,187530,0,75218,0,0,0
第15屆嘉義縣義竹鄉長,翁榮輝,200000,0,0,0,0,0,0,2400,0,0,21565,18394,243000,0,0,0
第15屆嘉義縣義竹鄉長,黃金茂,580000,120000,0,0,0,0,0,319800,198500,0,0,0,285686,0,0,0
第15屆嘉義縣長,陳明振,150600,982000,0,0,0,0,0,751050,83470,0,282000,0,16080,0,0,0
第15屆嘉義縣長,陳明文,2024580,9872400,997500,167000,0,1071,0,4593801,902250,929302,5425756,102162,1395563,0,7000,0
第15屆嘉義縣鹿草鄉長,林沐惠,521200,100000,0,0,0,8,0,566069,0,0,55600,0,51340,0,0,0
第15屆基隆市市長出缺補選,施世明,706000,310000,1000000,0,0,0,0,1392345,203825,15000,126700,7560,294826,0,0,0
第15屆基隆市議員,游振昌,443000,0,0,5000,8000,29,0,799036,0,244500,0,35761,334881,0,0,0
第15屆基隆市長出缺補選,劉文雄,2467600,3608888,1000000,600000,168,0,0,5207480,625900,0,1001750,61512,5553316,0,0,0
第15屆基隆市長出缺補選,張潮鐘,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第15屆基隆市長出缺補選,張通榮,3220440,5150600,8000000,0,93030,0,0,12594111,488760,1059038,695320,215569,2246996,0,0,0
第15屆基隆市長出缺補選,張通賢,130925,100000,0,0,0,0,0,60935,13261,54440,64555,8933,277567,0,0,0
第15屆基隆市長,劉文雄,2623940,6722000,7000000,200000,17007,40285,0,10245982,578228,0,2695398,126432,4089217,0,0,0
第15屆基隆市長,王拓,20000,0,0,0,0,35,0,5108178,34000,729143,950000,0,21591,0,0,0
第15屆基隆市長,許財利,2755000,2624368,0,182000,65666,0,0,5202450,0,0,121580,31303,400874,0,0,0
第15屆基隆市長,陳建銘,2446500,2334000,0,306000,12000,118,0,6203454,548693,573477,1617205,568954,7313101,0,0,0
第15屆宜蘭縣三星鄉長,劉燉亮,900000,0,0,0,0,0,0,586892,0,35905,67560,0,317664,0,0,0
第15屆宜蘭縣三星鄉長,林永爍,66000,150000,0,0,0,0,0,180251,0,0,2500,12092,63649,0,0,0
第15屆宜蘭縣三星鄉長,陳文新,90000,110000,0,0,600,0,0,210000,0,0,0,0,600,0,0,0
第15屆宜蘭縣五結鄉長,林義剛,144100,279600,0,0,0,11,0,702200,249600,214709,131300,110500,231370,0,0,0
第15屆宜蘭縣五結鄉長,林茂長,443650,10000,0,0,0,0,0,297120,0,96200,98072,24608,635161,0,0,0
第15屆宜蘭縣冬山鄉長,張秋明,26000,205000,0,0,0,0,0,409000,48500,8015,42156,14288,19736,0,0,0
第15屆宜蘭縣冬山鄉長,林定國,619160,241300,0,0,5000,0,0,404673,80000,169190,15100,2865,200411,0,0,0
第15屆宜蘭縣員山鄉長,廖明灶,825328,102000,0,0,11400,120049,0,386210,12000,42300,151028,22428,459426,0,0,0
第15屆宜蘭縣員山鄉長,陳清泉,0,70000,0,0,0,0,0,257750,0,0,0,0,0,0,0,0
第15屆宜蘭縣員山鄉長,黃評譿,1158350,224500,0,0,0,0,0,982824,19131,0,323621,0,90282,0,0,0
第15屆宜蘭縣大同鄉長,陳傑麟,0,20000,200000,0,0,0,0,94200,0,0,38500,0,90200,0,0,0
第15屆宜蘭縣宜蘭市長,陳歐珀,1862200,1781000,0,3200,23000,127,0,1848554,67800,0,194739,59789,1245802,0,0,0
第15屆宜蘭縣宜蘭市長,黃定和,293000,120000,0,0,12000,0,0,787615,78000,0,78100,0,228976,0,0,0
第15屆宜蘭縣礁溪鄉長,林政盛,12000,800000,0,8000,0,56,0,178629,33000,148903,35000,100000,561351,0,0,0
第15屆宜蘭縣羅東鎮長,林焄煐,89000,0,0,0,0,0,0,13600,0,0,0,0,77616,0,0,0
第15屆宜蘭縣羅東鎮長,林聰賢,2037938,822200,0,3000,0,76,0,1331391,4000,140616,432820,38134,608957,0,150000,0
第15屆宜蘭縣蘇澳鎮長,林騰煌,1070000,530000,0,0,0,0,0,1128087,51000,35000,111600,29981,383102,0,0,0
第15屆宜蘭縣蘇澳鎮長,陳志明,133200,146800,0,0,25000,0,0,560204,321070,3700,21800,24502,330648,0,0,0
第15屆宜蘭縣蘇澳鎮長,陳文勝,677000,83000,0,0,0,0,0,342900,45000,106000,0,9850,513209,0,0,0
第15屆宜蘭縣蘇澳鎮長,陳錦添,50000,86800,0,0,0,0,0,328000,0,0,0,0,1000,0,0,0
第15屆宜蘭縣長,呂國華,2944500,5197000,0,110000,9900,158,0,4846240,60000,1096010,2277100,704111,804349,0,0,0
第15屆宜蘭縣長,陳定南,6067266,3674800,0,0,0,40,0,7691341,2304360,859749,1714798,155808,3030375,0,0,0
第15屆宜蘭縣頭城鎮長,陳秀暖,965200,548000,0,20000,24000,21,0,1071141,68675,130038,316120,15552,1215864,0,0,0
第15屆屏東縣三地門鄉長,柯富國,0,0,0,0,0,0,0,184382,10000,2700,75675,110000,384534,0,0,0
第15屆屏東縣佳冬鄉長,賴憲和,265000,0,0,0,0,0,0,126000,0,0,81500,1050,58350,0,0,0
第15屆屏東縣來義鄉長,竇望義,0,0,0,0,0,0,0,219800,0,0,2000,0,235212,0,0,0
第15屆屏東縣內埔鄉長,利八魁,357200,12500,0,0,28000,0,0,523750,40000,60000,0,0,302800,0,0,0
第15屆屏東縣內埔鄉長,張文寶,660550,45000,100000,0,0,0,0,907594,0,0,44730,130000,661687,0,0,0
第15屆屏東縣屏東市長,涂怡娟,953100,1792000,0,0,0,335,0,1559688,502111,706,172740,80,507868,0,0,0
第15屆屏東縣屏東市長,葉壽山,1861600,856000,0,44200,14000,71,0,2192913,114213,0,454200,0,186504,0,50000,0
第15屆屏東縣屏東市長,陳智瑋,202000,50000,0,0,0,7,0,832560,209500,0,75050,14215,501586,0,0,0
第15屆屏東縣崁頂鄉長,鄭志成,30000,70000,0,0,0,0,0,40966,0,35639,0,32134,100351,0,0,0
第15屆屏東縣恆春鎮長,尤春共,320000,150000,0,0,0,0,0,276680,0,180000,0,0,12800,0,0,0
